;Tag Type, Tag Name, Tag Description, Read Only, Data Source, Security Code, Alarmed, Data Logged, Native Type, Value Type, Min Analog, Max Analog, Initial Analog, Scale, Offset, DeadBand, Units, Off Label Digital, On Label Digital, Initial Digital, Length String, Initial String, Node Name, Address, Scan Class,  System Source Name, System Source Index, RIO Address, Element Size Block, Number Elements Block, Initial Block
D,Sucrose\FV_23_03_05_LWR,TK-23-03-01 OUTLET MANIFOLD VALVE TO P-23-01-02 LOWER SEAT LIFT,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230305_AOI.DO_LSL_Energize,A,,,,,,
D,Sucrose\FV_23_03_05_OPN,TK-23-03-01 OUTLET MANIFOLD VALVE TO P-23-01-02 OPENED PROX,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230305_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV_23_03_05_UPR,TK-23-03-01 OUTLET MANIFOLD VALVE TO P-23-01-02 UPPER SEAT LIFT,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230305_AOI.DO_USL_Energize,A,,,,,,
D,Sucrose\FV_23_03_06,DISCHARGE MANIFOLD DRAIN VALVE FOR P_23_01_01 PATH,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230306_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV_23_03_08,DISCHARGE MANIFOLD DRAIN VALVE FOR P_23_01_02 PATH,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV230308_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV_23_04_04,SUCROSE DISTRIBUTION VALVE FROM P-23-01-01 ENERGIZE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230404_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV_23_04_04_CLS,SUCROSE DISTRIBUTION VALVE FROM P-23-01-01 CLOSED PROX,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230404_AOI.HMI_Closed,A,,,,,,
D,Sucrose\FV_23_04_04_LWR,SUCROSE DISTRIBUTION VALVE FROM P-23-01-01 LOWER SEAT LIFT,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230404_AOI.DO_LSL_Energize,A,,,,,,
D,Sucrose\FV_23_04_04_OPN,SUCROSE DISTRIBUTION VALVE FROM P-23-01-01 OPENED PROX,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230404_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV_23_04_04_UPR,SUCROSE DISTRIBUTION VALVE FROM P-23-01-01 UPPER SEAT LIFT,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230404_AOI.DO_USL_Energize,A,,,,,,
D,Sucrose\FV_23_04_05,SUCROSE DISTRIBUTION VALVE FROM P-23-01-02 ENERGIZE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230405_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV_23_04_05_CLS,SUCROSE DISTRIBUTION VALVE FROM P-23-01-02 CLOSED PROX,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230405_AOI.HMI_Closed,A,,,,,,
D,Sucrose\FV_23_04_05_LWR,SUCROSE DISTRIBUTION VALVE FROM P-23-01-02 LOWER SEAT LIFT,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230405_AOI.DO_LSL_Energize,A,,,,,,
D,Sucrose\FV_23_04_05_OPN,SUCROSE DISTRIBUTION VALVE FROM P-23-01-02 OPENED PROX,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230405_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV_23_04_05_UPR,SUCROSE DISTRIBUTION VALVE FROM P-23-01-02 UPPER SEAT LIFT,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV230405_AOI.DO_USL_Energize,A,,,,,,
D,Sucrose\FV_61_01_01,CIP #2 SUPPLY VALVE TO TK-23-01-01 FILL ENERGIZE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV610101_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV_61_01_01_CLS,CIP #2 SUPPLY VALVE TO TK-23-01-01 FILL CLOSED PROX,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV610101_AOI.HMI_Closed,A,,,,,,
D,Sucrose\FV_61_01_01_LWR,CIP #2 SUPPLY VALVE TO TK-23-01-01 FILL LOWER SEAT LIFT,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV610101_AOI.DO_LSL_Energize,A,,,,,,
D,Sucrose\FV_61_01_01_OPN,CIP #2 SUPPLY VALVE TO TK-23-01-01 FILL OPENED PROX,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV610101_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV_61_01_01_UPR,CIP #2 SUPPLY VALVE TO TK-23-01-01 FILL UPPER SEAT LIFT,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV610101_AOI.DO_USL_Energize,A,,,,,,
D,Sucrose\FV_61_01_02,CIP #2 SUPPLY VALVE TO TK-23-01-01 RECIRC ENERGIZE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV610102_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV_61_01_02_CLS,CIP #2 SUPPLY VALVE TO TK-23-01-01 RECIRC CLOSED PROX,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV610102_AOI.HMI_Closed,A,,,,,,
D,Sucrose\FV_61_01_02_LWR,CIP #2 SUPPLY VALVE TO TK-23-01-01 RECIRC LOWER SEAT LIFT,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV610102_AOI.DO_LSL_Energize,A,,,,,,
D,Sucrose\FV_61_01_02_OPN,CIP #2 SUPPLY VALVE TO TK-23-01-01 RECIRC OPENED PROX,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV610102_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV_61_01_02_UPR,CIP #2 SUPPLY VALVE TO TK-23-01-01 RECIRC UPPER SEAT LIFT,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV610102_AOI.DO_USL_Energize,A,,,,,,
D,Sucrose\FV_61_02_01,CIP #2 SUPPLY VALVE TO TK-23-02-01 FILL ENERGIZE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV610201_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV_61_02_01_CLS,CIP #2 SUPPLY VALVE TO TK-23-02-01 FILL CLOSED PROX,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV610201_AOI.HMI_Closed,A,,,,,,
D,Sucrose\FV_61_02_01_LWR,CIP #2 SUPPLY VALVE TO TK-23-02-01 FILL LOWER SEAT LIFT,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV610201_AOI.DO_LSL_Energize,A,,,,,,
D,Sucrose\FV_61_02_01_OPN,CIP #2 SUPPLY VALVE TO TK-23-02-01 FILL OPENED PROX,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV610201_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV_61_02_01_UPR,CIP #2 SUPPLY VALVE TO TK-23-02-01 FILL UPPER SEAT LIFT,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV610201_AOI.DO_USL_Energize,A,,,,,,
D,Sucrose\FV_61_02_02,CIP #2 SUPPLY VALVE TO TK-23-02-01 RECIRC ENERGIZE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV610202_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV_61_02_02_CLS,CIP #2 SUPPLY VALVE TO TK-23-02-01 RECIRC CLOSED PROX,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV610202_AOI.HMI_Closed,A,,,,,,
D,Sucrose\FV_61_02_02_LWR,CIP #2 SUPPLY VALVE TO TK-23-02-01 RECIRC LOWER SEAT LIFT,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV610202_AOI.DO_LSL_Energize,A,,,,,,
D,Sucrose\FV_61_02_02_OPN,CIP #2 SUPPLY VALVE TO TK-23-02-01 RECIRC OPENED PROX,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV610202_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV_61_02_02_UPR,CIP #2 SUPPLY VALVE TO TK-23-02-01 RECIRC UPPER SEAT LIFT,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV610202_AOI.DO_USL_Energize.,A,,,,,,
D,Sucrose\FV_61_03_01,CIP #2 SUPPLY VALVE TO TK-23-03-01 FILL ENERGIZE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV610301_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV_61_03_01_CLS,CIP #2 SUPPLY VALVE TO TK-23-03-01 FILL CLOSED PROX,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV610301_AOI.HMI_Closed,A,,,,,,
D,Sucrose\FV_61_03_01_LWR,CIP #2 SUPPLY VALVE TO TK-23-03-01 FILL LOWER SEAT LIFT,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV610301_AOI.DO_LSL_Energize,A,,,,,,
D,Sucrose\FV_61_03_01_OPN,CIP #2 SUPPLY VALVE TO TK-23-03-01 FILL OPENED PROX,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV610301_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV_61_03_01_UPR,CIP #2 SUPPLY VALVE TO TK-23-03-01 FILL UPPER SEAT LIFT,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV610301_AOI.DO_USL_Energize,A,,,,,,
D,Sucrose\FV_61_03_02,CIP #2 SUPPLY VALVE TO TK-23-03-01 RECIRC ENERGIZE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV610302_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV_61_03_02_CLS,CIP #2 SUPPLY VALVE TO TK-23-03-01 RECIRC CLOSED PROX,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV610302_AOI.HMI_Closed,A,,,,,,
D,Sucrose\FV_61_03_02_LWR,CIP #2 SUPPLY VALVE TO TK-23-03-01 RECIRC LOWER SEAT LIFT,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV610302_AOI.DO_LSL_Energize,A,,,,,,
D,Sucrose\FV_61_03_02_OPN,CIP #2 SUPPLY VALVE TO TK-23-03-01 RECIRC OPENED PROX,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV610302_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV_61_03_02_UPR,CIP #2 SUPPLY VALVE TO TK-23-03-01 RECIRC UPPER SEAT LIFT,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV610302_AOI.DO_USL_Energize,A,,,,,,
D,Sucrose\FV_61_04_01,CIP #2 SUPPLY VALVE TO TANK OUTLET MANIFOLD ENERGIZE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV610401_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV_61_04_01_CLS,CIP #2 SUPPLY VALVE TO TANK OUTLET MANIFOLD CLOSED PROX,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV610401_AOI.HMI_Closed,A,,,,,,
D,Sucrose\FV_61_04_01_LWR,CIP #2 SUPPLY VALVE TO TANK OUTLET MANIFOLD LOWER SEAT LIFT,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV610401_AOI.DO_LSL_Energize,A,,,,,,
D,Sucrose\FV_61_04_01_OPN,CIP #2 SUPPLY VALVE TO TANK OUTLET MANIFOLD OPENED PROX,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV610401_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV_61_04_01_UPR,CIP #2 SUPPLY VALVE TO TANK OUTLET MANIFOLD UPPER SEAT LIFT,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV610401_AOI.DO_USL_Energize,A,,,,,,
D,Sucrose\FV_61_04_02,CIP #2 SUPPLY VALVE TO TANK OUTLET MANIFOLD ENERGIZE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV610402_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV_61_04_02_CLS,CIP #2 SUPPLY VALVE TO TANK OUTLET MANIFOLD CLOSED PROX,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV610402_AOI.HMI_Closed,A,,,,,,
D,Sucrose\FV_61_04_02_LWR,CIP #2 SUPPLY VALVE TO TANK OUTLET MANIFOLD LOWER SEAT LIFT,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV610402_AOI.DO_LSL_Energize,A,,,,,,
D,Sucrose\FV_61_04_02_OPN,CIP #2 SUPPLY VALVE TO TANK OUTLET MANIFOLD OPENED PROX,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV610402_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV_61_04_02_UPR,CIP #2 SUPPLY VALVE TO TANK OUTLET MANIFOLD UPPER SEAT LIFT,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV610402_AOI.DO_USL_Energize,A,,,,,,
D,Sucrose\FV_61_04_04,CIP #2 SUPPLY VALVE TO TANK OUTLET MANIFOLD ENERGIZE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV610404_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV_61_04_04_CLS,CIP #2 SUPPLY VALVE TO TANK OUTLET MANIFOLD CLOSED PROX,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV610404_AOI.HMI_Closed,A,,,,,,
D,Sucrose\FV_61_04_04_LWR,CIP #2 SUPPLY VALVE TO TANK OUTLET MANIFOLD LOWER SEAT LIFT,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV610404_AOI.DO_LSL_Energize,A,,,,,,
D,Sucrose\FV_61_04_04_OPN,CIP #2 SUPPLY VALVE TO TANK OUTLET MANIFOLD OPENED PROX,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV610404_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV_61_04_04_UPR,CIP #2 SUPPLY VALVE TO TANK OUTLET MANIFOLD UPPER SEAT LIFT,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV610404_AOI.DO_USL_Energize,A,,,,,,
D,Sucrose\FV_61_05_01,,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV610501_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV_61_05_01_CLS,,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV610501_AOI.HMI_Closed,A,,,,,,
D,Sucrose\FV_61_05_01_LWR,,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV610501_AOI.DO_LSL_Energize,A,,,,,,
D,Sucrose\FV_61_05_01_OPN,,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV610501_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV_61_05_01_UPR,,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV610501_AOI.DO_USL_Energize,A,,,,,,
D,Sucrose\FV_62_01_01,CIP #3 RETURN VALVE FROM TANK FILL MANIFOLD ENERGIZE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV620101_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV_62_01_01_CLS,CIP #3 RETURN VALVE FROM TANK FILL MANIFOLD CLOSED PROX,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV620101_AOI.HMI_Closed,A,,,,,,
D,Sucrose\FV_62_01_01_LWR,CIP #3 RETURN VALVE FROM TANK FILL MANIFOLD LOWER SEAT LIFT,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV620101_AOI.DO_LSL_Energize,A,,,,,,
D,Sucrose\FV_62_01_01_OPN,CIP #3 RETURN VALVE FROM TANK FILL MANIFOLD OPENED PROX,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV620101_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV_62_01_01_UPR,CIP #3 RETURN VALVE FROM TANK FILL MANIFOLD UPPER SEAT LIFT,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV620101_AOI.DO_USL_Energize,A,,,,,,
D,Sucrose\FV_62_01_02,CIP #2 RETURN VALVE FROM TANK RECIRC MANIFOLD ENERGIZE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV620102_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV_62_01_02_CLS,CIP #2 RETURN VALVE FROM TANK RECIRC MANIFOLD CLOSED PROX,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV620102_AOI.HMI_Closed,A,,,,,,
D,Sucrose\FV_62_01_02_LWR,CIP #2 RETURN VALVE FROM TANK RECIRC MANIFOLD LOWER SEAT LIFT,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV620102_AOI.DO_LSL_Energize,A,,,,,,
D,Sucrose\FV_62_01_02_OPN,CIP #2 RETURN VALVE FROM TANK RECIRC MANIFOLD OPENED PROX,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV620102_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV_62_01_02_UPR,CIP #2 RETURN VALVE FROM TANK RECIRC MANIFOLD UPPER SEAT LIFT,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV620102_AOI.DO_USL_Energize,A,,,,,,
D,Sucrose\FV_62_01_03,CIP #2 RETURN VALVE FROM TK-23-01-01 ENERGIZE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV620103_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV_62_01_03_CLS,CIP #2 RETURN VALVE FROM TK-23-01-01 CLOSED PROX,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV620103_AOI.HMI_Closed,A,,,,,,
D,Sucrose\FV_62_01_03_LWR,CIP #2 RETURN VALVE FROM TK-23-01-01 LOWER SEAT LIFT,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV620103_AOI.DO_LSL_Energize,A,,,,,,
D,Sucrose\FV_62_01_03_OPN,CIP #2 RETURN VALVE FROM TK-23-01-01 OPENED PROX,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV620103_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV_62_01_03_UPR,CIP #2 RETURN VALVE FROM TK-23-01-01 UPPER SEAT LIFT,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV620103_AOI.DO_USL_Energize,A,,,,,,
D,Sucrose\FV_62_01_04,CIP #2 RETURN VALVE FROM TK-23-02-01 ENERGIZE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV620104_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV_62_01_04_CLS,CIP #2 RETURN VALVE FROM TK-23-02-01 CLOSED PROX,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV620104_AOI.HMI_Closed,A,,,,,,
D,Sucrose\FV_62_01_04_LWR,CIP #2 RETURN VALVE FROM TK-23-02-01 LOWER SEAT LIFT,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV620104_AOI.DO_LSL_Energize,A,,,,,,
D,Sucrose\FV_62_01_04_OPN,CIP #2 RETURN VALVE FROM TK-23-02-01 OPENED PROX,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV620104_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV_62_01_04_UPR,CIP #2 RETURN VALVE FROM TK-23-02-01 UPPER SEAT LIFT,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV620104_AOI.DO_USL_Energize,A,,,,,,
D,Sucrose\FV_62_01_05,CIP #2 RETURN VALVE FROM TK-23-03-01 ENERGIZE,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV620105_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV_62_01_05_CLS,CIP #2 RETURN VALVE FROM TK-23-03-01 CLOSED PROX,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV620105_AOI.HMI_Closed,A,,,,,,
D,Sucrose\FV_62_01_05_LWR,CIP #2 RETURN VALVE FROM TK-23-03-01 LOWER SEAT LIFT,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV620105_AOI.DO_LSL_Energize,A,,,,,,
D,Sucrose\FV_62_01_05_OPN,CIP #2 RETURN VALVE FROM TK-23-03-01 OPENED PROX,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV620105_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV_62_01_05_UPR,CIP #2 RETURN VALVE FROM TK-23-03-01 UPPER SEAT LIFT,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV620105_AOI.DO_USL_Energize,A,,,,,,
D,Sucrose\FV_62_04_01,,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV620401_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV_62_04_01_CLS,,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV620401_AOI.HMI_Closed,A,,,,,,
D,Sucrose\FV_62_04_01_LWR,,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV620401_AOI.DO_LSL_Energize,A,,,,,,
D,Sucrose\FV_62_04_01_OPN,,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV620401_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV_62_04_01_UPR,,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV620401_AOI.DO_USL_Energize,A,,,,,,
D,Sucrose\FV_62_04_02,,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV620402_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV_62_04_02_CLS,,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV620402_AOI.HMI_Closed,A,,,,,,
D,Sucrose\FV_62_04_02_LWR,,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV620402_AOI.DO_LSL_Energize,A,,,,,,
D,Sucrose\FV_62_04_02_OPN,,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,SUCROSE,FV620402_AOI.HMI_Opened,A,,,,,,
D,Sucrose\FV_62_04_02_UPR,,F,D,*,F,F,,,,,,,,,,Off,On,Off,,,Sucrose,FV620402_AOI.DO_USL_Energize,A,,,,,,
A,Sucrose\HEADER_FLOW_SP,,F,D,*,F,F,I,F,0,200,0,1,0,0,,,,,,,SUCROSE,HEADER_FLOW_SP,A,,,,,,
A,Sucrose\HEADER_HIGH_PRESSURE,HIGH PRESSURE SP  FOR SUCROSE HEADER,F,D,*,F,F,I,F,0,200,0,1,0,0,,,,,,,SUCROSE,HEADER_HIGH_PRESSURE,A,,,,,,
A,Sucrose\HEADER_LOW_FLOW,LOW FLOW SP  FOR SUCROSE HEADER,F,D,*,F,F,I,F,0,50,0,1,0,0,,,,,,,SUCROSE,HEADER_LOW_FLOW,A,,,,,,
A,Sucrose\HEADER_LOW_PRESSURE,LOW PRESSURE SP  FOR SUCROSE HEADER,F,D,*,F,F,I,F,0,150,0,1,0,0,,,,,,,SUCROSE,HEADER_LOW_PRESSURE,A,,,,,,
A,Sucrose\HEADER_PRESSURE_SP,,F,D,*,F,F,I,F,0,200,0,1,0,0,,,,,,,SUCROSE,HEADER_PRESSURE_SP,A,,,,,,
A,Sucrose\HMI_02A_2500_FEEDBACK,FCV-23-01-01 OUTPUT COMMAND FEEDBACK,F,D,*,F,F,I,F,0,100,0,1,0,0,,,,,,,Sucrose,FCV230101_AOI.HMI_CommandedPosition,A,,,,,,
A,Sucrose\HMI_02A_2501_FEEDBACK,FCV-23-01-02 OUTPUT COMMAND FEEDBACK,F,D,*,F,F,I,F,0,100,0,1,0,0,,,,,,,Sucrose,FCV230102_AOI.HMI_CommandedPosition,A,,,,,,
A,Sucrose\HMI_02A_2502_FEEDBACK,SPARE ANALOG OUTPUT COMMAND FEEDBACK,F,D,*,F,F,I,F,0,100,0,1,0,0,,,,,,,Sucrose,HMI_02A_2502_FEEDBACK,A,,,,,,
A,Sucrose\HMI_02A_2503_FEEDBACK,SPARE ANALOG OUTPUT COMMAND FEEDBACK,F,D,*,F,F,I,F,0,100,0,1,0,0,,,,,,,Sucrose,HMI_02A_2503_FEEDBACK,A,,,,,,
A,Sucrose\HMI_02A_2600_FEEDBACK,FCV-23-02-01 OUTPUT COMMAND FEEDBACK,F,D,*,F,F,I,F,0,100,0,1,0,0,,,,,,,Sucrose,FCV230201_AOI.HMI_CommandedPosition,A,,,,,,
A,Sucrose\HMI_02A_2601_FEEDBACK,FCV-23-02-02 OUTPUT COMMAND FEEDBACK,F,D,*,F,F,I,F,0,100,0,1,0,0,,,,,,,Sucrose,FCV230202_AOI.HMI_CommandedPosition,A,,,,,,
A,Sucrose\HMI_02A_2602_FEEDBACK,SPARE ANALOG OUTPUT COMMAND FEEDBACK,F,D,*,F,F,I,F,0,100,0,1,0,0,,,,,,,Sucrose,HMI_02A_2602_FEEDBACK,A,,,,,,
A,Sucrose\HMI_02A_2603_FEEDBACK,SPARE ANALOG OUTPUT COMMAND FEEDBACK,F,D,*,F,F,I,F,0,100,0,1,0,0,,,,,,,Sucrose,HMI_02A_2603_FEEDBACK,A,,,,,,
A,Sucrose\HMI_02A_2700_FEEDBACK,FCV-23-03-01 OUTPUT COMMAND FEEDBACK,F,D,*,F,F,I,F,0,100,0,1,0,0,,,,,,,Sucrose,FCV230301_AOI.HMI_CommandedPosition,A,,,,,,
A,Sucrose\HMI_02A_2701_FEEDBACK,FCV-23-03-02 OUTPUT COMMAND FEEDBACK,F,D,*,F,F,I,F,0,100,0,1,0,0,,,,,,,Sucrose,FCV230302_AOI.HMI_CommandedPosition,A,,,,,,
A,Sucrose\HMI_02A_2702_FEEDBACK,BPV-23-01-01 OUTPUT COMMAND FEEDBACK,F,D,*,F,F,I,F,0,100,0,1,0,0,,,,,,,Sucrose,BPV230101_AOI.HMI_CommandedPosition,A,,,,,,
A,Sucrose\HMI_02A_2703_FEEDBACK,SPARE ANALOG OUTPUT COMMAND FEEDBACK,F,D,*,F,F,I,F,0,100,0,1,0,0,,,,,,,Sucrose,HMI_02A_2703_FEEDBACK,A,,,,,,
A,Sucrose\HMI_P_23_01_01_FEEDBACK,P-23-01-01 RUNNING SPEED FEEDBACK,F,D,*,F,F,I,F,0,100,0,1,0,0,,,,,,,Sucrose,P230101_AOI.HMI_FeedbackSpeed,A,,,,,,
A,Sucrose\HMI_P_23_01_02_FEEDBACK,P-23-01-02 RUNNING SPEED FEEDBACK,F,D,*,F,F,I,F,0,100,0,1,0,0,,,,,,,Sucrose,P230102_AOI.HMI_FeedbackSpeed,A,,,,,,
